rnum,productGb,prdlstReportNo,prdlstNm,prdkind,prdkindstate,capacity,manufacture,seller,rawmtrl,allergy,nutrient,barcode,imgurl1,imgurl2
109,축산물,201704760012,미소담은 돈까스,분쇄가공육제품,비살균제품,480g,㈜그린팜푸드 농업회사법인 전주완주군봉동읍은하율소로179-47,㈜그린팜푸드 농업회사법인 전주완주군봉동읍은하율소로179-47,"돼지고기68.95%(국내산),우리밀빵가루[밀가루89%(국내산),해바라기유(수입산),생이스트,유기농설탕,소금],우리밀튀김가루[밀가루78.17%(국내산),감자전분(국내산),발아통밀가루(국내산),현미,구운소금],정제수","돼지고기,밀 함유",알수없음,8809549135325,http://www.haccp.or.kr/fresh/prdimg/2017/201704760012/201704760012-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201704760012/201704760012-2.jpg
110,축산물,201704760011,미소담은 한우장조림,혼합식육추출가공품,살균제품,150g,㈜그린팜푸드 농업회사법인 전주완주군봉동읍은하율소로179-47,㈜그린팜푸드 농업회사법인 전주완주군봉동읍은하율소로179-47,"한우32.2%(국내산),정제수,깐메추리알26.6%(국내산),양조간장[대두(국산),천일염(국산),소맥(밀,국산),과당,주정,영양강화제],꽈리고추(국내산),갈색설탕,가쓰오부시추출액,청주,정제소금,효모추출물","대두,밀,소고기,메추리알 함유",알수없음,8809549138111,http://www.haccp.or.kr/fresh/prdimg/2017/201704760011/201704760011-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201704760011/201704760011-2.jpg
113,식품,2017038323133,레인보우큐브MIX,알수없음,알수없음,1pack당50.4g(5.6g×9ea),㈜단미푸드_강원도 원주시 호저면 매호로 251,㈜단미푸드_강원도 원주시 호저면 매호로 251,"생치즈54.549%미국산(살균우유,살균크림,정제소금,로커스트콩검,구아검등),화인휘프5000(가공유지,유크림,유지방,정제야자경화유, 살균우유등),복분자레진 [백설탕,물엿,복분자주,산머루농축액(국내산),합성착향로(복분자향)등],바나나레진 [폴리글리시톨시럽,물엿,합성착향료(바나나향),바나나시럽,백설탕등],청사과레진 [백설탕,물엿,합성착향료(사과향),사과농축과즙,알긴산나트륨등],메론레진 [백설탕,물엿,합성착향료(메론향),멜론농축과즙액,알긴산나트륨등] ,블루베리시럽 [백설탕,물엿,합성착향료(메론향),멜론농축과즙액,알긴산나트륨등] ,블루베리시럽 [백설탕,물엿,딸기과즙농축액,합성착향료(딸기향),알긴산나트륨등] ,망고시럽[망고퓨레34%(인도산),백설탕,망고농축액(이스라엘산),물엿,L-주석산등],물엿,살균우유,옥수수전분(수입산),젤라틴(돼지)(독일산),치즈향(합성착향료,에틸말톨,프로필렌글리콜), 초코레진다크 [액상과당,카라멜색소,코코아분말(미국산),코코아엑기스(코코아,검정콩고형분),유크림등)","우유,대두,밀,돼지고기",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/2017/2017038323133/2017038323133-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017038323133/2017038323133-2.jpg
115,식품,20170275045106,한끼초밥불초밥,즉석섭취식품,알수없음,알수없음,"㈜탭스푸드서비스_경기도 성남시 중원구 갈마치로 215,B-401","㈜탭스푸드서비스_경기도 성남시 중원구 갈마치로 215,B-401","그릴스시[돼지고기80.55%(지방일부사용/국산),배퓨레3.36%(국산),설탕,간장{양조간장원액(탈지대두:인도산),대파,숯불갈비맛엑기스],쌀,스시초[설탕,양조식초,정제소금],L-글루탐산나트륨(향미증진제),숯불바베큐소스{불맛소스},초생강,간장,생와사비,소스,혼합식용유,정제수","쇠고기,돼지고기,대두,우유,밀,토마토,조개류(굴)","[총제공량/1회제공량] : 1,[1회제공량 칼로리(Kcal)] : 460,[영양표시] : 나트륨1,318mg,탄수화물69g,당류10g,지방12g,트랜스지방0g,포화지방29g,콜레스테롤44mg,단백질19g",8809581907492210,http://www.haccp.or.kr/fresh/prdimg/2017/20170275045106/20170275045106-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170275045106/20170275045106-1.jpg
116,축산물,20170262050117,이종임의 LA갈비 양념구이,양념육,가열하여 섭취하는 냉동식품/비살균제품,500g,㈜농산에프디/경기도 안성시 양성면 양성로 376-18,알수없음,"소고기(갈비:미국산)60%,이종임의 LA갈비소스[정제수,백설소양념[혼합간장{아미노산액(탈지대두:외국산/미국,인도,중국등)},양조간장원액,정제소금,양파퓨레,배퓨레],진간장[탈지대두{외국산(인도산,미국산,중국산)},액상과당,천일염(호주산),효소처리스테비아],백설탕,물엿,배농축액,냉동마늘(국산),냉동양파(국산),사과농축액,미향,액상과당,다진생강(국산),흑후추,정제소금,카라멜색소비에이,냉동키위,파인애플,헥산,구연산(산도조절제),다시마분말(국산),건표고버섯분말(국산)]40%","소고기,대두,밀 함유",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/2017/20170262050117/20170262050117-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170262050117/20170262050117-2.jpg
117,식품,201700809299,흑미초코쿠키,과자류,실온,,(팩토리)더브레드블루,,"흑미가루,마가린,코팅초콜릿,슈가파우더,식물성크림,정제소금",대두,,,http://www.haccp.or.kr/fresh/prdimg/2017/201700809299/201700809299-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/201700809299/201700809299-2.png
118,식품,201700809298,초코머핀,빵류,실온,,(팩토리)더브레드블루,,"밀가루,정제수,초코플레이크,설탕,정제미강유,카카오분말,베이킹파우더",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/201700809298/201700809298-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809298/201700809298-2.jpg
119,식품,2017008092967,당근케이크(냉동),빵류,냉동,,(팩토리)더브레드블루,,"식물성크림,당근,두유,밀가루,설탕,마가린,물엿,분리대두단백,호두분태,웰가에스피,베이킹파우더,정제소금,계피가루","밀,대두,호두",,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092967/2017008092967-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092967/2017008092967-2.png
120,식품,2017008092963,당근케이크,빵류,실온,,(팩토리)더브레드블루,,"두유,식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,당근,밀가루,설탕,물엿,쌀눈유,분리대두단백,호두분태,웰가에스피,베이킹파우더,피스타치오견과,정제소금,계피가루,콘스타치(고시형)","밀,대두,호두",,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092963/2017008092963-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092963/2017008092963-2.png
121,식품,2017008092960,우리밀식빵,빵류,실온,,더브레드블루,,"밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092960/2017008092960-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092960/2017008092960-2.jpg
122,식품,201700809295,블루베리머핀,빵류,실온,,더브레드블루,,"밀가루,정제수,사탕수수가루,블루베리파이필링,블루베리,정제수,설탕,변성전분,구연산,쌀눈유,냉동블루베리,베이킹파우더",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/201700809295/201700809295-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809295/201700809295-2.jpg
123,식품,2017008092949,르방 매콤한 치아바타,빵류,실온,,(팩토리)더브레드블루,,"밀가루,정제수,할라피뇨,블랙올리브,양파,올리브유,정제소금,당류가공품,효모",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092949/2017008092949-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092949/2017008092949-2.jpg
124,식품,2017008092940,초코식빵,빵류,실온,,더브레드블루,,"밀가루,정제수,두유,서양호박,다크초콜릿컴파운드칩,쌀눈유,사탕수수가루,초콜릿류,곡류가공품,효모,정제소금,콘스타치(고시형)","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092940/2017008092940-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092940/2017008092940-2.png
125,식품,201700809294,유기농 통밀100,빵류,실온,,더브레드블루,,"통밀가루,정제수,정제소금,맥아엑기스,효모",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/201700809294/201700809294-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809294/201700809294-2.jpg
126,식품,2017008092937,르방 통밀발효종빵,빵류,실온,,더브레드블루,,"정제수,밀가루,통밀가루,강력쌀가루,건조덩굴월귤,쌀눈유,호두분태,아몬드슬라이스,검은콩|검은깨,정제소금,당류가공품,인스턴트이스트","밀,호두",,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092937/2017008092937-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092937/2017008092937-2.jpg
127,식품,2017008092936,초코칩쿠키,과자류,실온,,(팩토리)더브레드블루,,"밀가루,마가린,아몬드분말,슈가파우더,코코아분말,아몬드슬라이스,정제소금","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092936/2017008092936-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092936/2017008092936-2.png
128,식품,2017008092935,초코스콘,과자류,실온,,(팩토리)더브레드블루,,"밀가루,마가린,식물성크림,다크초콜릿컴파운드칩,박력쌀가루,아몬드분말,설탕,코코아분말,정제소금,베이킹파우더","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092935/2017008092935-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092935/2017008092935-2.png
129,식품,2017008092932,레몬스콘,과자류,실온,,(팩토리)더브레드블루,,"밀가루,마가린,설탕,아몬드분말,식물성크림,박력쌀가루,레몬즙,정제소금,베이킹파우더","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092932/2017008092932-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092932/2017008092932-2.png
130,식품,2017008092931,감자포카치아,빵류,실온,,더브레드블루,,"밀가루,정제수,감자,통밀가루,올리브유,두류가공품,양파,블랙올리브,정제소금,건파슬리플레이크,인스턴트이스트,당류가공품",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092931/2017008092931-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092931/2017008092931-2.png
131,식품,201700809293,비건 모닝빵,빵류,실온,,(팩토리)더브레드블루,,"밀가루,정제수,두유,설탕,현미유,효모,정제소금,곡류가공품","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/201700809293/201700809293-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809293/201700809293-2.jpg
132,식품,2017008092928,비건 단호박식빵,빵류,실온,,더브레드블루,,"밀가루,정제수,호박,쌀눈유,사탕수수가루,곡류가공품,효모,정제소금",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092928/2017008092928-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092928/2017008092928-2.jpg
133,식품,2017008092923,유기농 통밀식빵,빵류,실온,,더브레드블루,,"통밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092923/2017008092923-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092923/2017008092923-2.jpg
134,식품,201700809292,녹차머핀,빵류,실온,,(팩토리)더브레드블루,,"밀가루,정제수,설탕,피스타치오분태,정제미강유,녹차가루,녹차가루,녹차레진,녹차추출물분말가루,녹차추출물(고시형),베이킹파우더",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/201700809292/201700809292-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/201700809292/201700809292-2.png
135,식품,20170080929190,무화과 깜빠뉴(냉동),빵류,냉동,,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,건조무화과다이스,무화과,밀가루,호밀분말,정제소금,검은콩|검은깨,당류가공품,효모",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929190/20170080929190-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929190/20170080929190-2.png
136,식품,20170080929189,우리밀식빵(냉동),빵류,냉동,,더브레드블루,,"밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929189/20170080929189-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929189/20170080929189-2.jpg
137,식품,20170080929188,매콤한 치아바타(냉동),빵류,냉동,,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,할라피뇨,블랙올리브,블랙올리브,정제수,정제소금,젖산철,양파,올리브유,정제올리브유,압착올리브유,정제소금,당류가공품,효모",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929188/20170080929188-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929188/20170080929188-2.jpg
138,식품,20170080929186,초코식빵(냉동),빵류,냉동,,더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C,효소,정제수,두유,서양호박,다크초콜릿컴파운드칩,카카오페이스트,설탕,레시틴,천연바닐라향,쌀눈유,사탕수수가루,초콜릿류,코코아매스,설탕,코코아버터,레시틴,천연바닐라향,곡류가공품,효모,정제소금,콘스타치(고시형)","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929186/20170080929186-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929186/20170080929186-2.png
139,식품,20170080929185,감자치아바타(냉동),빵류,냉동,,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,감자,정제소금,곡류가공품,효모,당류가공품",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929185/20170080929185-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929185/20170080929185-2.jpg
140,식품,20170080929184,고구마바게트(냉동),빵류,냉동,,(팩토리)더브레드블루,,"고구마,밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,곡류가공품,밀가루,해바라기씨앗,호밀,대두,밀기울,호두분태,설탕,아몬드,효모,검정깨(흑임자),정제소금,곡류가공품","밀,대두,호두",,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929184/20170080929184-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929184/20170080929184-2.png
141,식품,20170080929183,초코머핀(냉동),빵류,냉동,,(팩토리)더브레드블루,,"밀가루,정제수,초코플레이크,설탕,정제미강유,카카오분말,베이킹파우더",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929183/20170080929183-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929183/20170080929183-2.jpg
142,식품,20170080929182,블루베리머핀(냉동),빵류,냉동,,(팩토리)더브레드블루,,"밀가루,블루베리파이필링,블루베리열매,정제수,옥수수시럽,변성전분,정제수,설탕,정제미강유,베이킹파우더,호두분태",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929182/20170080929182-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929182/20170080929182-2.jpg
143,식품,20170080929181,유기농 통밀식빵(냉동),빵류,냉동,,더브레드블루,,"통밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929181/20170080929181-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929181/20170080929181-2.jpg
144,식품,20170080929180,녹차머핀(냉동),빵류,냉동,,(팩토리)더브레드블루,,"밀가루,정제수,설탕,피스타치오견과,정제미강유,녹차가루,녹차가루,녹차레진,녹차추출물분말가루,녹차추출물(고시형),베이킹파우더",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929180/20170080929180-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929180/20170080929180-2.png
145,식품,2017008092918,르방 호밀100,빵류,실온,,(팩토리)더브레드블루,,"호밀가루,정제수,정제소금,맥아엑기스,효모",밀,,,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092918/2017008092918-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092918/2017008092918-2.jpg
146,식품,20170080929179,통밀단팥빵(냉동),빵류,냉동,,더브레드블루,,"통팥앙금,삶은팥,팥,산도조절제,설탕,말티톨시럽,물엿,정제소금,변성전분,현미유,통밀가루,정제수,설탕,호두분태,팥,효모,곡류가공품,정제소금","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929179/20170080929179-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929179/20170080929179-2.jpg
147,식품,20170080929178,모닝빵(냉동),빵류,냉동,,(팩토리)더브레드블루,,"밀가루,정제수,두유,설탕,현미유,효모,정제소금,곡류가공품","밀,대두",,,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929178/20170080929178-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929178/20170080929178-2.jpg
