decision,reason,food_catalog_id,source,food_code,brand_name,maker,name_ko,category,current_recommendation_status,primary_serving_g,candidate_company_tokens,haccp_report_no,haccp_product_name,haccp_manufacture,haccp_seller,haccp_allergy,allergen_tags,haccp_imgurl1,name_match_count,company_match_count,distinct_tag_set_count
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,171409,MFDS_STANDARD_PROCESSED,P123-216020300-0083,"",주식회사팜스농산장덕점,깐풍기,PROCESSED,SEARCH_ONLY,50,팜스농산장덕점,2003026204718,깐풍기,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,"닭고기,밀,대두,쇠고기,토마토 함유","대두,밀,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2003/2003026204718/2003026204718-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,171441,MFDS_STANDARD_PROCESSED,P117-700080000-0055,"",희망푸드,깐풍기,PROCESSED,SEARCH_ONLY,50,희망푸드,2003026204718,깐풍기,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,"닭고기,밀,대두,쇠고기,토마토 함유","대두,밀,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2003/2003026204718/2003026204718-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,171529,MFDS_STANDARD_PROCESSED,P123-216020300-0082,"",주식회사뚠뚠푸드,그릴드 치킨,PROCESSED,SEARCH_ONLY,50,뚠뚠푸드,2013040504516,그릴드치킨,에쓰푸드㈜ 음성공장:충청북도 음성군 원남면 원남산단로 60,알수없음,"닭고기,쇠고기,대두,밀","대두,밀,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2013/2013040504516/2013040504516-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,171745,MFDS_STANDARD_PROCESSED,P124-200020000-0183,"",씨제이제일제당(주),깨찰빵믹스,PROCESSED,SEARCH_ONLY,50,씨제이제일제당,19960080359170,깨찰빵믹스,씨제이제일제당㈜/서울특별시 구로구 경인로 518,알수없음,"밀,대두 함유","대두,밀",http://www.haccp.or.kr/fresh/prdimg/1996/19960080359170/19960080359170-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,171810,MFDS_STANDARD_PROCESSED,P101-409000400-6583,"","HENAN YULIANG GROUP KAILILAI FOOD CO.,LTD",그릭요거트 케이크,PROCESSED,SEARCH_ONLY,70,henanyulianggroupkaililaifoodco|ltd,198802750014712,그릭요거트케이크,알수없음,알수없음,"우유, 계란, 밀, 대두, 돼지고기, 복숭아 함유","난류,우유,대두,밀,돼지고기,복숭아",http://www.haccp.or.kr/fresh/prdimg/1988/198802750014712/198802750014712-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,171879,MFDS_STANDARD_PROCESSED,P123-212020300-1220,"",팜스더프레시,깐풍기,PROCESSED,SEARCH_ONLY,50,팜스더프레시,2003026204718,깐풍기,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,"닭고기,밀,대두,쇠고기,토마토 함유","대두,밀,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2003/2003026204718/2003026204718-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,171881,MFDS_STANDARD_PROCESSED,P117-800080000-0080,"",희망푸드,깐풍기,PROCESSED,SEARCH_ONLY,50,희망푸드,2003026204718,깐풍기,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,"닭고기,밀,대두,쇠고기,토마토 함유","대두,밀,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2003/2003026204718/2003026204718-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,171883,MFDS_STANDARD_PROCESSED,P123-212020300-0804,"",(주)참맛,깐풍기,PROCESSED,SEARCH_ONLY,50,참맛,2003026204718,깐풍기,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,㈜성원냉동식품 경기도 연천군 청산면 전영로 319번길 94,"닭고기,밀,대두,쇠고기,토마토 함유","대두,밀,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2003/2003026204718/2003026204718-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,172006,MFDS_STANDARD_PROCESSED,P117-100010100-0023,"",농업회사법인하담푸드(주),그릴닭가슴살,PROCESSED,SEARCH_ONLY,30,하담푸드,20030189006587,그릴닭가슴살,㈜에이치제이에프/인천광역시 강화군 강화읍 강화대로 154번길54,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,닭고기 함유,닭고기,http://www.haccp.or.kr/fresh/prdimg/2003/20030189006587/20030189006587-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172007,MFDS_STANDARD_PROCESSED,P117-100010100-0022,"",(주)에이치제이에프,그릴닭가슴살,PROCESSED,SEARCH_ONLY,30,에이치제이에프,20030189006587,그릴닭가슴살,㈜에이치제이에프/인천광역시 강화군 강화읍 강화대로 154번길54,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가) (02)380-5678,닭고기 함유,닭고기,http://www.haccp.or.kr/fresh/prdimg/2003/20030189006587/20030189006587-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172235,MFDS_STANDARD_PROCESSED,P101-103000400-1984,"",(주)청우식품,플랑오렌지,PROCESSED,SEARCH_ONLY,30,청우식품,20100372386298,플랑 오렌지,㈜청우식품_경기도 포천시 영중면 먼재길 129,(주) 청우식품_경기도 포천시 영중면 먼재길 129,"밀,대두,계란,우유","난류,우유,대두,밀",http://www.haccp.or.kr/fresh/prdimg/2010/20100372386298/20100372386298-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172241,MFDS_STANDARD_PROCESSED,P101-103000400-1983,"",(주)청우식품,플랑,PROCESSED,SEARCH_ONLY,30,청우식품,20100372386256,플랑,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,"밀,계란,우유,대두 함유","난류,우유,대두,밀",http://www.haccp.or.kr/fresh/prdimg/2010/20100372386256/20100372386256-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,172242,MFDS_STANDARD_PROCESSED,P101-106000100-3351,"",주식회사 위시트윈폴콘,플랑,PROCESSED,SEARCH_ONLY,30,위시트윈폴콘,20100372386256,플랑,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,"밀,계란,우유,대두 함유","난류,우유,대두,밀",http://www.haccp.or.kr/fresh/prdimg/2010/20100372386256/20100372386256-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,172243,MFDS_STANDARD_PROCESSED,P101-426000400-0008,"",주식회사팜어스에프엔비,플랑,PROCESSED,SEARCH_ONLY,70,팜어스에프엔비,20100372386256,플랑,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,"밀,계란,우유,대두 함유","난류,우유,대두,밀",http://www.haccp.or.kr/fresh/prdimg/2010/20100372386256/20100372386256-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,172244,MFDS_STANDARD_PROCESSED,P101-405000400-8952,"",(주)옵스,플랑,PROCESSED,SEARCH_ONLY,70,옵스,20100372386256,플랑,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,㈜청우식품 / 경기도 포천시 영중면 먼재길 129,"밀,계란,우유,대두 함유","난류,우유,대두,밀",http://www.haccp.or.kr/fresh/prdimg/2010/20100372386256/20100372386256-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172293,MFDS_STANDARD_PROCESSED,P117-201020100-0073,"",씨제이제일제당(주)진천 BLOSSOM CAMPUS,그릴비엔나,PROCESSED,SEARCH_ONLY,30,씨제이제일제당진천blossomcampus,20080405015117,그릴비엔나,씨제이제일제당㈜/충청북도 진천군 광혜원면 광혜원산단2길 112,씨제이제일제당㈜/충청북도 진천군 광혜원면 광혜원산단2길 112,"돼지고기,계란,대두,밀,우유,쇠고기 함유","난류,우유,대두,밀,돼지고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2008/20080405015117/20080405015117-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172312,MFDS_STANDARD_PROCESSED,P117-800050200-0041,"",한성기업(주)김해공장,그릴떡갈비,PROCESSED,SEARCH_ONLY,50,한성기업김해,19930607450289,그릴떡갈비,한성기업㈜/경남 김해시 삼안로 51,한성기업㈜/경남 김해시 삼안로 51,"대두,밀,우유,돼지고기,쇠고기 함유","우유,대두,밀,돼지고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1993/19930607450289/19930607450289-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172338,MFDS_STANDARD_PROCESSED,P109-801080100-0183,"",코카콜라음료(주),글라소비타민워터energy,BEVERAGE,SEARCH_ONLY,200,코카콜라음료,20100543066352,글라소 비타민워터 energy,오케이에프㈜ 경북 안동시 풍산읍 절뒤길 52,코카-콜라음료㈜ 경남 양산시 충렬로269(유산동),대두[d-토코페롤(혼합형)]함유,대두,http://www.haccp.or.kr/fresh/prdimg/2010/20100543066352/20100543066352-1.jpg,3,3,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,172699,MFDS_STANDARD_PROCESSED,P101-106000100-0288,"",(주)오리온,꼬북칩스윗시나몬맛,PROCESSED,SEARCH_ONLY,30,오리온,19870415003291,꼬북칩 스윗시나몬맛,㈜오리온제4청주공장_충청북도 청주시 흥덕구 월명로 249 /,㈜오리온제4청주공장_충청북도 청주시 흥덕구 월명로 249,"대두,우유","우유,대두",http://www.haccp.or.kr/fresh/prdimg/1987/19870415003291/19870415003291-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,172704,MFDS_STANDARD_PROCESSED,P101-104000100-1062,"",(주)오리온제5청주공장,꼬북칩 콘스프맛,PROCESSED,SEARCH_ONLY,30,오리온제5청주,19870415003292,꼬북칩 콘스프맛,㈜오리온제4청주공장_충청북도 청주시 흥덕구 월명로 249 /,㈜오리온제4청주공장_충청북도 청주시 흥덕구 월명로 249,"밀,대두,우유,쇠고기","우유,대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1987/19870415003292/19870415003292-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172705,MFDS_STANDARD_PROCESSED,P101-104000100-1061,"",(주)오리온제4청주공장,꼬북칩 콘스프맛,PROCESSED,SEARCH_ONLY,30,오리온제4청주,19870415003292,꼬북칩 콘스프맛,㈜오리온제4청주공장_충청북도 청주시 흥덕구 월명로 249 /,㈜오리온제4청주공장_충청북도 청주시 흥덕구 월명로 249,"밀,대두,우유,쇠고기","우유,대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1987/19870415003292/19870415003292-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172779,MFDS_STANDARD_PROCESSED,P101-106000100-0293,"",(주)빙그레,꽃게랑WASABI,PROCESSED,SEARCH_ONLY,30,빙그레,19850368064113,꽃게랑WASABI,"㈜빙그레,경기도 광주시 곤지암읍 독고개길 86번길 23","㈜크라운제과,서울시 용산구 한강대로 72-3","밀,대두,게,새우 함유","대두,밀,게,새우",http://www.haccp.or.kr/fresh/prdimg/1985/19850368064113/19850368064113-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,172784,MFDS_STANDARD_PROCESSED,P101-106000100-0292,"",(주)빙그레,꽃게랑,PROCESSED,SEARCH_ONLY,30,빙그레,198503680642,꽃게랑,"㈜빙그레,경기도 광주시 곤지암읍 독고개길 86번길 23","㈜크라운제과,서울시 용산구 한강대로 72-3","밀,대두,토마토,우유,쇠고기,닭고기,게,새우 함유","우유,대두,밀,게,새우,토마토,닭고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1985/198503680642/198503680642-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,172994,MFDS_STANDARD_PROCESSED,P117-700050200-0010,"",삼양스퀘어밀 주식회사,궁중떡갈비,PROCESSED,SEARCH_ONLY,50,삼양스퀘어밀,20100262092183,궁중떡갈비,농업회사법인 지엔티㈜/경기도 안성시 미양면 제4산단로 99-9 전화번호 1544-8144,㈜이마트/서울특별시 성동구 뚝섬로 377(성수동2가) 전화번호 02-380-5678,"돼지고기,쇠고기,밀,대두,우유 함유","우유,대두,밀,돼지고기,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2010/20100262092183/20100262092183-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173373,MFDS_STANDARD_PROCESSED,P111-000030200-0056,"",(주)현대그린푸드,규동,PROCESSED,SEARCH_ONLY,50,현대그린푸드,20010445055371,규동,알수없음,알수없음,"대두,밀,쇠고기 함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2001/20010445055371/20010445055371-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173374,MFDS_STANDARD_PROCESSED,P123-201020300-3159,"",메디쏠라 연구소 키친,규동,PROCESSED,SEARCH_ONLY,200,메디쏠라연구소키친,20010445055371,규동,알수없음,알수없음,"대두,밀,쇠고기 함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2001/20010445055371/20010445055371-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173375,MFDS_STANDARD_PROCESSED,P123-201020300-4926,"",주식회사마켓브이,규동,PROCESSED,SEARCH_ONLY,200,마켓브이,20010445055371,규동,알수없음,알수없음,"대두,밀,쇠고기 함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2001/20010445055371/20010445055371-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173376,MFDS_STANDARD_PROCESSED,P117-700080000-0007,"",자미간,규동,PROCESSED,SEARCH_ONLY,50,자미간,20010445055371,규동,알수없음,알수없음,"대두,밀,쇠고기 함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2001/20010445055371/20010445055371-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173406,MFDS_STANDARD_PROCESSED,P123-201020200-0818,"",롯데광주CK주식회사,규동,PROCESSED,SEARCH_ONLY,200,롯데광주ck,20010445055371,규동,알수없음,알수없음,"대두,밀,쇠고기 함유","대두,밀,쇠고기",http://www.haccp.or.kr/fresh/prdimg/2001/20010445055371/20010445055371-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173407,MFDS_STANDARD_PROCESSED,P109-801080100-0162,"",코웰식품주식회사,귀여운 내친구 뽀로로 밀크맛,BEVERAGE,SEARCH_ONLY,200,코웰식품,2001038392373,귀여운 내친구 뽀로로 밀크맛,코웰식품㈜/강원도 원주시 문막읍 법후로 862,㈜팔도/충청북도 진천군 광혜원면 광혜원산단길 88,"우유(분유),대두 함유","우유,대두",http://www.haccp.or.kr/fresh/prdimg/2001/2001038392373/2001038392373-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173427,MFDS_STANDARD_PROCESSED,P109-801080100-0171,"",코웰식품주식회사,귀여운내친구뽀로로블루베리맛,BEVERAGE,SEARCH_ONLY,200,코웰식품,20010383923101,귀여운내친구뽀로로블루베리맛,코웰식품㈜/강원도 원주시 문막읍 법후로 862,알수없음,"우유(분유),대두 함유","우유,대두",http://www.haccp.or.kr/fresh/prdimg/2001/20010383923101/20010383923101-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173428,MFDS_STANDARD_PROCESSED,P109-801080100-0167,"",코웰식품주식회사,귀여운내친구뽀로로딸기맛,BEVERAGE,SEARCH_ONLY,200,코웰식품,2001038392374,귀여운 내친구 뽀로로 딸기맛,코웰식품㈜/강원도 원주시 문막읍 법후로 862,㈜팔도/충청북도 진천군 광혜원면 광혜원산단길 88,"우유(분유),대두 함유","우유,대두",http://www.haccp.or.kr/fresh/prdimg/2001/2001038392374/2001038392374-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173433,MFDS_STANDARD_PROCESSED,P109-801080100-0163,"",(유)삼각에프엠씨 웰빙랜드,귀여운 내친구 뽀로로블루베리맛,BEVERAGE,SEARCH_ONLY,200,삼각에프엠씨웰빙랜드,20010383923101,귀여운내친구뽀로로블루베리맛,코웰식품㈜/강원도 원주시 문막읍 법후로 862,알수없음,"우유(분유),대두 함유","우유,대두",http://www.haccp.or.kr/fresh/prdimg/2001/20010383923101/20010383923101-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173437,MFDS_STANDARD_PROCESSED,P109-801080100-5100,"",튤립인터내셔널(주),귀여운 내친구 뽀로로 사과맛,BEVERAGE,SEARCH_ONLY,200,튤립인터내셔널,2001038392376,귀여운내친구뽀로로사과맛,코웰식품㈜/강원도 원주시 문막읍 법후로 862,㈜팔도/충청북도 진천군 광혜원면 광혜원산단길 88,"우유(분유),대두 함유","우유,대두",http://www.haccp.or.kr/fresh/prdimg/2001/2001038392376/2001038392376-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173538,MFDS_STANDARD_PROCESSED,P119-202040200-0880,"",대아티아이인천지점,그릭요거트,PROCESSED,SEARCH_ONLY,50,대아티아이인천,20050448001142,그릭요거트,롯데푸드㈜ 천안공장/충청남도 천안시 서북구 2공단 4로 19,알수없음,우유,우유,http://www.haccp.or.kr/fresh/prdimg/2005/20050448001142/20050448001142-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173589,MFDS_STANDARD_PROCESSED,P106-001000100-0042,"",㈜피피이씨,국산콩연두부,PROCESSED,SEARCH_ONLY,80,피피이씨,1992038012865,국산콩 연두부,㈜피피이씨춘천_강원도 춘천시 서면 당숲안길 157,풀무원식품㈜_충북 음성군 대소면 삼양로 730-27,대두,대두,http://www.haccp.or.kr/fresh/prdimg/1992/1992038012865/1992038012865-1.jpg,2,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173591,MFDS_STANDARD_PROCESSED,P106-001000100-0715,"",(주)제이에프,국산콩순두부,PROCESSED,SEARCH_ONLY,80,제이에프,1992038012859,국산콩순두부,F1-㈜피피이씨춘천/강원도 춘천시 서면 당숲안길 157,풀무원식품㈜/충북 음성군 대소면 삼양로 730-27,대두 함유,대두,http://www.haccp.or.kr/fresh/prdimg/1992/1992038012859/1992038012859-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173592,MFDS_STANDARD_PROCESSED,P106-001000100-0041,"",㈜피피이씨춘천,국산콩순두부,PROCESSED,SEARCH_ONLY,80,피피이씨춘천,1992038012859,국산콩순두부,F1-㈜피피이씨춘천/강원도 춘천시 서면 당숲안길 157,풀무원식품㈜/충북 음성군 대소면 삼양로 730-27,대두 함유,대두,http://www.haccp.or.kr/fresh/prdimg/1992/1992038012859/1992038012859-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173614,MFDS_STANDARD_PROCESSED,P106-001000100-0036,"",풀무원식품㈜,국산콩 투컵두부 찌개용,PROCESSED,SEARCH_ONLY,80,풀무원식품,199203801287,국산콩 투컵두부 - 찌개용,F1-㈜피피이씨춘천/강원도 춘천시 서면 당숲안길 157,풀무원식품㈜/충북 음성군 대소면 삼양로 730-27,대두 함유,대두,http://www.haccp.or.kr/fresh/prdimg/1992/199203801287/199203801287-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173615,MFDS_STANDARD_PROCESSED,P106-001000100-0870,"",풀무원식품(주),국산콩 투컵두부 찌개용,PROCESSED,SEARCH_ONLY,80,풀무원식품,199203801287,국산콩 투컵두부 - 찌개용,F1-㈜피피이씨춘천/강원도 춘천시 서면 당숲안길 157,풀무원식품㈜/충북 음성군 대소면 삼양로 730-27,대두 함유,대두,http://www.haccp.or.kr/fresh/prdimg/1992/199203801287/199203801287-1.jpg,1,1,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173619,MFDS_STANDARD_PROCESSED,P112-009000900-0017,"",샘표식품(주),국산콩백일된장,PROCESSED,SEARCH_ONLY,20,샘표식품,1997044104369,국산콩백일된장,샘표식품주식회사/공장:충청북도 영동군 용산면 용심로 892,샘표식품주식회사/본사:서울특별시 중구 충무로 2,대두 함유,대두,http://www.haccp.or.kr/fresh/prdimg/1997/1997044104369/1997044104369-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,173624,MFDS_STANDARD_PROCESSED,P106-002000300-0010,"",㈜신미씨앤에프,국산콩두부로만든 초밥왕,PROCESSED,SEARCH_ONLY,80,신미씨앤에프,201104490235,국산콩두부로만든 초밥왕,알수없음,알수없음,"대두,밀,계란 함유","난류,대두,밀",http://www.haccp.or.kr/fresh/prdimg/2011/201104490235/201104490235-1.jpg,1,0,1
APPLY,제품명과 제조사/판매사 맥락이 일치하고 알러젠 세트가 하나로 수렴한다.,173749,MFDS_STANDARD_PROCESSED,P120-104010400-2133,"",(주)사조대림,국탕용 종합꼬치,PROCESSED,SEARCH_ONLY,30,사조대림,19880311002139,국탕용 종합꼬치,㈜사조대림 안산공장/경기도 안산시 단원구 성곡로125(신길동),서울특별시 서초구 남부순환로 2159(방배동),"밀,대두,게,쇠고기 함유","대두,밀,게,쇠고기",http://www.haccp.or.kr/fresh/prdimg/1988/19880311002139/19880311002139-1.jpg,1,1,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,174408,MFDS_STANDARD_PROCESSED,P108-003000400-0049,"",삼양식품(주),나가사끼짬뽕,PROCESSED,SEARCH_ONLY,50,삼양식품,198803831271078,나가사끼짬뽕,알수없음,알수없음,"소맥분(밀),탈지대두(대두),돼지고기,난황,난백(계란),유청분말(우유),새우,토마토","난류,우유,대두,새우,돼지고기,토마토",http://www.haccp.or.kr/fresh/prdimg/1988/198803831271078/198803831271078-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,174409,MFDS_STANDARD_PROCESSED,P108-003000400-0585,"",삼양식품(주)익산공장,나가사끼짬뽕,PROCESSED,SEARCH_ONLY,50,삼양식품익산,198803831271078,나가사끼짬뽕,알수없음,알수없음,"소맥분(밀),탈지대두(대두),돼지고기,난황,난백(계란),유청분말(우유),새우,토마토","난류,우유,대두,새우,돼지고기,토마토",http://www.haccp.or.kr/fresh/prdimg/1988/198803831271078/198803831271078-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,174429,MFDS_STANDARD_PROCESSED,P108-003000400-0957,"",삼양식품(주),나가사끼짬뽕,PROCESSED,SEARCH_ONLY,50,삼양식품,198803831271078,나가사끼짬뽕,알수없음,알수없음,"소맥분(밀),탈지대두(대두),돼지고기,난황,난백(계란),유청분말(우유),새우,토마토","난류,우유,대두,새우,돼지고기,토마토",http://www.haccp.or.kr/fresh/prdimg/1988/198803831271078/198803831271078-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,174430,MFDS_STANDARD_PROCESSED,P123-204020400-0056,"",다원씨엔델리,나가사끼짬뽕,PROCESSED,SEARCH_ONLY,50,다원씨엔델리,198803831271078,나가사끼짬뽕,알수없음,알수없음,"소맥분(밀),탈지대두(대두),돼지고기,난황,난백(계란),유청분말(우유),새우,토마토","난류,우유,대두,새우,돼지고기,토마토",http://www.haccp.or.kr/fresh/prdimg/1988/198803831271078/198803831271078-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,174431,MFDS_STANDARD_PROCESSED,P108-002000400-0029,"",삼양식품(주)원주공장,나가사끼짬뽕,PROCESSED,SEARCH_ONLY,50,삼양식품원주,198803831271078,나가사끼짬뽕,알수없음,알수없음,"소맥분(밀),탈지대두(대두),돼지고기,난황,난백(계란),유청분말(우유),새우,토마토","난류,우유,대두,새우,돼지고기,토마토",http://www.haccp.or.kr/fresh/prdimg/1988/198803831271078/198803831271078-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,174432,MFDS_STANDARD_PROCESSED,P123-204020300-1650,"",팜스더프레시,나가사끼짬뽕,PROCESSED,SEARCH_ONLY,50,팜스더프레시,198803831271078,나가사끼짬뽕,알수없음,알수없음,"소맥분(밀),탈지대두(대두),돼지고기,난황,난백(계란),유청분말(우유),새우,토마토","난류,우유,대두,새우,돼지고기,토마토",http://www.haccp.or.kr/fresh/prdimg/1988/198803831271078/198803831271078-1.jpg,1,0,1
REVIEW_NAME_ONLY,제품명은 일치하지만 제조사/판매사 맥락이 확인되지 않았다.,174523,MFDS_STANDARD_PROCESSED,P114-103010200-0696,"",케이팜,나박김치,PROCESSED,SEARCH_ONLY,40,케이팜,2018041507249,나박김치,(주)올마루,"",잣,잣,http://www.haccp.or.kr/fresh/prdimg/2018/2018041507249/2018041507249-1.png,2,0,2
